"","GenomePortion.diff","GenomePortion.lwr","GenomePortion.upr","GenomePortion.p.adj"
"pan-core|AvgBranLen",-0.51,-2.15,1.13,0.52
"pan-core|dia",-0.69,-2.29,0.9,0.38
"pan-core|edge",-0.51,-2.15,1.13,0.52
"pan-core|height",-0.77,-2.31,0.76,0.31
"pan-core|totalClusters",-3,-7.11,1.11,0.14
"pan-core|outbreakClusters",0.2,-1.72,2.12,0.83
