"","GenomePortion.diff","GenomePortion.lwr","GenomePortion.upr","GenomePortion.p.adj"
"pan-core|AvgBranLen",0,-0.15,0.14,0.91
"pan-core|dia",-0.3,-1.97,1.36,0.52
"pan-core|edge",-0.11,-3.88,3.67,0.91
"pan-core|height",-0.09,-1.44,1.27,0.8
"pan-core|totalClusters",-0.33,-1.77,1.1,0.42
"pan-core|outbreakClusters",-0.33,-1.77,1.1,0.42
