"","GenomePortion.diff","GenomePortion.lwr","GenomePortion.upr","GenomePortion.p.adj"
"pan-core|collessPDA",-0.25,-0.91,0.41,0.31
"pan-core|collessYule",-0.35,-1.24,0.54,0.3
"pan-core|gamma",-0.24,-0.94,0.46,0.35
"pan-core|sackinPDA",-0.15,-0.66,0.36,0.41
"pan-core|sackinYule",-0.28,-1.23,0.66,0.41
"pan-core|totalClusters",0,-13.12,13.12,1
"pan-core|outbreakClusters",0,-2.25,2.25,1
