"","Geography.diff","Geography.lwr","Geography.upr","Geography.p.adj"
"uniform-non-uniform|avgBranLen",-0.23,-2.04,1.58,0.8
"uniform-non-uniform|dia",-0.43,-2.41,1.55,0.66
"uniform-non-uniform|edge",-0.32,-2.13,1.48,0.71
"uniform-non-uniform|height",-0.41,-2.34,1.52,0.66
"uniform-non-uniform|totalClusters",-0.08,-0.34,0.17,0.51
"uniform-non-uniform|outbreakClusters",0.3,-0.18,0.78,0.21
