listeriaoutbreakSRR1206159,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR2914365,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR1393979,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR3171856,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR1562157,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR1597501,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR1695792,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR1695809,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR1695811,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR1695812,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR1695823,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR1746769,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR1695840,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR1695848,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR1745438,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR1745445,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR1745449,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR1745457,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR1745460,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR2051132,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR1746770,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR1745482,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR1745488,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR1949651,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR1779500,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR1996277,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR2040647,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR2049090,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR2086095,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR2154030,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR2485319,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR2564618,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR2584373,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR2954295,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR2914415,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR2914416,Investigated-Isolate-Non-outbreak
